fips15,census_tract,census_block,ward_2010,anc_2010
110010077031000,0077,1000,7,7F
110010011001014,0011,1014,3,3E
110010098071000,0098,1000,8,8D
110010106002013,0106,2013,6,6C
110010073011137,0073,1137,8,8C
110010059001022,0059,1022,6,6C
110010076014000,0076,4000,8,8A
110010095082005,0095,2005,5,5A
110010049022011,0049,2011,2,2F
110010008012006,0008,2006,3,3D
110010096021011,0096,1011,7,7D
110010079014005,0079,4005,6,6A
110010012002008,0012,2008,3,3F
110010098011002,0098,1002,8,8E
110010027023012,0027,3012,1,1D
110010078043012,0078,3012,7,7C
110010038002005,0038,2005,1,1C
110010016004035,0016,4035,4,4A
110010104001015,0104,1015,8,8C
110010014012003,0014,2003,3,3G
110010108002010,0108,2010,2,2A
110010019022002,0019,2002,4,4B
110010074031007,0074,1007,8,8E
110010080013000,0080,3000,6,6A
110010073011047,0073,1047,8,8D
110010111003006,0111,3006,5,5C
110010003004010,0003,4010,3,3B
110010034002004,0034,2004,1,1B
110010067002004,0067,2004,6,6B
110010031001014,0031,1014,1,1A
110010068021004,0068,1004,6,6B
110010103002000,0103,2000,4,4B
110010071002001,0071,2001,6,6B
110010020021000,0020,1000,4,4C
110010078083008,0078,3008,7,7C
110010012004007,0012,4007,3,3E
110010091022001,0091,2001,5,5C
110010108003005,0108,3005,2,2A
110010046002013,0046,2013,5,5E
110010042012005,0042,2005,2,2B
110010103002006,0103,2006,4,4B
110010078041004,0078,1004,7,7C
110010081003007,0081,3007,6,6A
110010062021215,0062,1215,2,2A
110010094002011,0094,2011,5,5B
110010093014003,0093,4003,5,5B
110010002011001,0002,1001,2,2E
110010009021000,0009,1000,3,3D
110010088022010,0088,2010,5,5D
110010075041008,0075,1008,8,8A
110010078062019,0078,2019,7,7C
110010077034000,0077,4000,7,7F
110010062021141,0062,1141,6,6D
110010076042026,0076,2026,7,7B
110010058001027,0058,1027,2,2C
110010062021124,0062,1124,6,6B
110010075041010,0075,1010,8,8A
110010016004019,0016,4019,4,4A
110010048021008,0048,1008,6,6E
110010099041000,0099,1000,7,7E
110010010013005,0010,3005,3,3E
110010111003017,0111,3017,5,5C
110010044001014,0044,1014,1,1B
110010062021030,0062,1030,2,2A
110010091023003,0091,3003,5,5C
110010001003011,0001,3011,2,2E
110010056002015,0056,2015,2,2A
110010013023005,0013,3005,3,3F
110010013011004,0013,1004,3,3F
110010077072011,0077,2011,7,7E
110010081003005,0081,3005,6,6A
110010098071009,0098,1009,8,8D
110010074011028,0074,1028,8,8C
110010011002020,0011,2020,3,3E
110010007014005,0007,4005,3,3B
110010026001023,0026,1023,4,4A
110010010013008,0010,3008,3,3E
110010076012013,0076,2013,8,8A
110010018032001,0018,2001,4,4A
110010094002003,0094,2003,5,5B
110010066001010,0066,1010,6,6B
110010095031005,0095,1005,5,5A
110010016003005,0016,3005,4,4A
110010075032000,0075,2000,8,8A
110010019022015,0019,2015,4,4B
110010070002006,0070,2006,6,6B
110010009013000,0009,3000,3,3D
110010026002025,0026,2025,4,4A
110010027021000,0027,1000,1,1D
110010093021004,0093,1004,5,5B
110010031001017,0031,1017,1,1B
110010105001006,0105,1006,6,6D
110010077033005,0077,3005,7,7F
110010002021002,0002,1002,2,2E
110010016004015,0016,4015,4,4A
110010019011012,0019,1012,4,4B
110010017022000,0017,2000,4,4B
110010076042029,0076,2029,7,7B
110010096011002,0096,1002,7,7D
110010012004011,0012,4011,3,3F
110010055001006,0055,1006,2,2B
110010092042003,0092,2003,5,5E
110010090002002,0090,2002,5,5C
110010069001009,0069,1009,6,6B
110010003003004,0003,3004,2,2E
110010076011006,0076,1006,7,7B
110010021025001,0021,5001,4,4D
110010025024002,0025,4002,4,4C
110010005021009,0005,1009,3,3C
110010065002000,0065,2000,6,6B
110010003004009,0003,4009,3,3B
110010076015021,0076,5021,8,8A
110010062021071,0062,1071,2,2A
110010020021020,0020,1020,4,4C
110010024001003,0024,1003,4,4C
110010021024002,0021,4002,4,4D
110010049022000,0049,2000,2,2F
110010076014006,0076,4006,8,8A
110010074043000,0074,3000,8,8E
110010043002000,0043,2000,2,2B
110010049022003,0049,2003,2,2F
110010071001021,0071,1021,6,6B
110010096022002,0096,2002,7,7D
110010091022027,0091,2027,5,5C
110010040023000,0040,3000,1,1C
110010083021002,0083,1002,6,6C
110010099012027,0099,2027,7,7B
110010078031012,0078,1012,7,7D
110010072002036,0072,2036,6,6D
110010076015012,0076,5012,8,8A
110010111002017,0111,2017,5,5C
110010092011012,0092,1012,5,5E
110010105001007,0105,1007,6,6D
110010078034006,0078,4006,7,7D
110010079031011,0079,1011,7,7D
110010062021237,0062,1237,2,2A
110010065002027,0065,2027,6,6B
110010062021009,0062,1009,6,6C
110010093021014,0093,1014,5,5B
110010020012002,0020,2002,4,4A
110010023011010,0023,1010,4,4C
110010008013019,0008,3019,3,3D
110010015001017,0015,1017,3,3G
110010007013001,0007,3001,3,3B
110010106002055,0106,2055,6,6C
110010091022028,0091,2028,5,5C
110010016004022,0016,4022,4,4A
110010025022001,0025,2001,4,4C
110010044001000,0044,1000,1,1B
110010095091003,0095,1003,5,5A
110010095013012,0095,3012,5,5A
110010016002004,0016,2004,4,4A
110010024002016,0024,2016,4,4C
110010006004004,0006,4004,3,3C
110010056002021,0056,2021,2,2A
110010014012005,0014,2005,3,3G
110010074011015,0074,1015,8,8A
110010004001018,0004,1018,3,3C
110010073011076,0073,1076,8,8D
110010080012009,0080,2009,6,6A
110010002011000,0002,1000,2,2E
110010003004006,0003,4006,3,3B
110010010014022,0010,4022,3,3E
110010073011117,0073,1117,8,8D
110010077072004,0077,2004,7,7E
110010056002008,0056,2008,2,2A
110010091022024,0091,2024,5,5C
110010095032003,0095,2003,5,5B
110010095052017,0095,2017,4,4B
110010099053006,0099,3006,7,7E
110010107001025,0107,1025,2,2B
110010099032004,0099,2004,7,7E
110010093021001,0093,1001,5,5B
110010048011013,0048,1013,6,6E
110010070002007,0070,2007,6,6B
110010076015005,0076,5005,8,8A
110010105001005,0105,1005,6,6D
110010103001015,0103,1015,4,4B
110010073011085,0073,1085,8,8C
110010064002002,0064,2002,6,6D
110010102001011,0102,1011,6,6D
110010049011001,0049,1001,6,6E
110010076033010,0076,3010,7,7B
110010048011015,0048,1015,6,6E
110010106002030,0106,2030,6,6C
110010062021025,0062,1025,2,2C
110010021015000,0021,5000,4,4D
110010108001005,0108,1005,2,2A
110010093013008,0093,3008,5,5B
110010008022007,0008,2007,3,3D
110010068021000,0068,1000,6,6B
110010111003011,0111,3011,5,5C
110010020011003,0020,1003,4,4A
110010095092007,0095,2007,5,5A
110010080012006,0080,2006,6,6A
110010089032000,0089,2000,5,5D
110010011004024,0011,4024,3,3E
110010019011009,0019,1009,4,4B
110010039002010,0039,2010,1,1C
110010098022002,0098,2002,8,8E
110010021026009,0021,6009,4,4D
110010095042009,0095,2009,5,5A
110010008022014,0008,2014,3,3D
110010012002004,0012,2004,3,3E
110010011001004,0011,1004,3,3G
110010065002024,0065,2024,6,6B
110010070001014,0070,1014,6,6B
110010052014002,0052,4002,2,2F
110010015001000,0015,1000,3,3G
110010019013010,0019,3010,4,4B
110010062021161,0062,1161,2,2A
110010101001012,0101,1012,2,2F
110010031001009,0031,1009,1,1A
110010075031006,0075,1006,8,8A
110010071001012,0071,1012,6,6B
110010095033012,0095,3012,5,5B
110010087011000,0087,1000,5,5E
110010079011005,0079,1005,6,6A
110010070002021,0070,2021,6,6B
110010077091024,0077,1024,7,7B
110010003003010,0003,3010,2,2E
110010009013011,0009,3011,3,3D
110010104001006,0104,1006,8,8C
110010009022003,0009,2003,3,3D
110010078082018,0078,2018,7,7C
110010066001023,0066,1023,6,6B
110010099032008,0099,2008,7,7E
110010002024007,0002,4007,2,2E
110010041003000,0041,3000,2,2D
110010096021027,0096,1027,7,7D
110010104002031,0104,2031,8,8C
110010108002012,0108,2012,2,2A
110010053011000,0053,1000,2,2B
110010015001013,0015,1013,3,3G
110010018031007,0018,1007,4,4A
110010102001008,0102,1008,6,6D
110010022022002,0022,2002,4,4C
110010026002019,0026,2019,4,4A
110010070002023,0070,2023,6,6B
110010070001000,0070,1000,6,6B
110010050011010,0050,1010,2,2F
110010095053004,0095,3004,4,4B
110010075031009,0075,1009,8,8A
110010059001004,0059,1004,6,6C
110010080022018,0080,2018,6,6A
110010062021204,0062,1204,6,6D
110010084101018,0084,1018,6,6A
110010076043005,0076,3005,7,7B
110010077082012,0077,2012,7,7B
110010058001017,0058,1017,2,2C
110010074011019,0074,1019,8,8C
110010072002003,0072,2003,6,6D
110010095092006,0095,2006,5,5A
110010042021009,0042,1009,2,2B
110010013021000,0013,1000,3,3F
110010076053001,0076,3001,8,8A
110010078083002,0078,3002,7,7C
110010010014001,0010,4001,3,3E
110010075031000,0075,1000,8,8A
110010012002005,0012,2005,3,3E
110010094002014,0094,2014,5,5C
110010021023004,0021,3004,4,4D
110010010016019,0010,6019,3,3E
110010111002015,0111,2015,5,5C
110010058002008,0058,2008,2,2C
110010038003005,0038,3005,1,1C
110010059001035,0059,1035,2,2C
110010095033013,0095,3013,5,5B
110010099032006,0099,2006,7,7E
110010078033008,0078,3008,7,7D
110010098032003,0098,2003,8,8C
110010096042008,0096,2008,7,7D
110010024001004,0024,1004,4,4C
110010037001001,0037,1001,1,1B
110010021024003,0021,4003,4,4D
110010017022019,0017,2019,4,4B
110010062021189,0062,1189,6,6D
110010083012005,0083,2005,6,6C
110010021013000,0021,3000,4,4D
110010013023004,0013,3004,3,3F
110010074011040,0074,1040,8,8C
110010044001011,0044,1011,1,1B
110010039003001,0039,3001,1,1C
110010106002014,0106,2014,6,6C
110010003001008,0003,1008,2,2E
110010068022009,0068,2009,6,6B
110010089042007,0089,2007,5,5D
110010072002041,0072,2041,6,6B
110010074041009,0074,1009,8,8E
110010062021160,0062,1160,2,2A
110010081003003,0081,3003,6,6A
110010077071002,0077,1002,7,7E
110010099061002,0099,1002,7,7E
110010002024000,0002,4000,2,2E
110010078033001,0078,3001,7,7D
110010074041010,0074,1010,8,8E
110010094003016,0094,3016,5,5C
110010014023007,0014,3007,3,3F
110010021026000,0021,6000,4,4B
110010076041004,0076,1004,7,7B
110010095053009,0095,3009,4,4B
110010076014003,0076,4003,8,8A
110010074011026,0074,1026,8,8C
110010014023009,0014,3009,3,3F
110010027012002,0027,2002,1,1D
110010020012007,0020,2007,4,4A
110010010011006,0010,1006,3,3E
110010016002010,0016,2010,4,4A
110010077092006,0077,2006,7,7B
110010012001013,0012,1013,3,3F
110010072002043,0072,2043,6,6D
110010076032004,0076,2004,7,7B
110010092011008,0092,1008,5,5E
110010033021006,0033,1006,5,5E
110010009012013,0009,2013,3,3D
110010082002007,0082,2007,6,6C
110010094002002,0094,2002,5,5B
110010062021061,0062,1061,2,2A
110010011002023,0011,2023,3,3E
110010017021007,0017,1007,4,4B
110010095031003,0095,1003,5,5A
110010015003005,0015,3005,3,3G
110010079031008,0079,1008,7,7D
110010073011079,0073,1079,8,8D
110010055003008,0055,3008,2,2A
110010099021017,0099,1017,7,7E
110010007011003,0007,1003,3,3C
110010097002000,0097,2000,8,8E
110010066001005,0066,1005,6,6B
110010105002012,0105,2012,6,6D
110010101001021,0101,1021,2,2C
110010074041011,0074,1011,8,8E
110010048021001,0048,1001,6,6E
110010033011001,0033,1001,5,5E
110010092011013,0092,1013,5,5E
110010009012008,0009,2008,3,3D
110010043001006,0043,1006,1,1B
110010030001000,0030,1000,1,1A
110010087022008,0087,2008,5,5E
110010025022009,0025,2009,4,4C
110010062021055,0062,1055,2,2A
110010073011023,0073,1023,8,8C
110010062021180,0062,1180,2,2A
110010077091026,0077,1026,7,7B
110010001003001,0001,3001,2,2E
110010049022010,0049,2010,2,2F
110010073011101,0073,1101,8,8D
110010050023006,0050,3006,2,2F
110010047021016,0047,1016,6,6E
110010037002001,0037,2001,1,1A
110010012004013,0012,4013,3,3F
110010093014007,0093,4007,5,5B
110010034002024,0034,2024,1,1B
110010078042007,0078,2007,7,7C
110010076042016,0076,2016,7,7B
110010094002018,0094,2018,5,5C
110010010014004,0010,4004,3,3E
110010010014009,0010,4009,3,3E
110010080022022,0080,2022,6,6A
110010081002001,0081,2001,6,6A
110010016003009,0016,3009,4,4A
110010026002011,0026,2011,4,4A
110010058001042,0058,1042,2,2C
110010078043005,0078,3005,7,7C
110010002023006,0002,3006,2,2E
110010049022005,0049,2005,2,2F
110010076013009,0076,3009,8,8A
110010099061003,0099,1003,7,7E
110010030002003,0030,2003,1,1A
110010096021006,0096,1006,7,7D
110010055003010,0055,3010,2,2A
110010020023004,0020,3004,4,4C
110010001002001,0001,2001,2,2E
110010009022019,0009,2019,3,3D
110010021015002,0021,5002,4,4D
110010077082005,0077,2005,7,7F
110010064002028,0064,2028,6,6D
110010078061012,0078,1012,7,7C
110010087012007,0087,2007,5,5E
110010039002004,0039,2004,1,1C
110010076042030,0076,2030,7,7B
110010007014001,0007,4001,3,3C
110010079014001,0079,4001,6,6A
110010103002012,0103,2012,4,4B
110010008013000,0008,3000,3,3D
110010111002001,0111,2001,5,5C
110010014021006,0014,1006,3,3G
110010078041005,0078,1005,7,7C
110010099021014,0099,1014,7,7E
110010104001022,0104,1022,8,8C
110010062021117,0062,1117,6,6C
110010078062005,0078,2005,7,7C
110010023012016,0023,2016,4,4C
110010096021024,0096,1024,7,7D
110010069001004,0069,1004,6,6B
110010095051007,0095,1007,4,4B
110010083021005,0083,1005,6,6C
110010074011038,0074,1038,8,8C
110010027012007,0027,2007,1,1D
110010019011003,0019,1003,4,4B
110010104002013,0104,2013,8,8C
110010008022010,0008,2010,3,3D
110010022011003,0022,1003,4,4D
110010072002005,0072,2005,6,6D
110010074041001,0074,1001,8,8E
110010058001018,0058,1018,2,2C
110010011002028,0011,2028,3,3E
110010095071003,0095,1003,4,4B
110010021021000,0021,1000,4,4B
110010016002006,0016,2006,4,4A
110010075032004,0075,2004,8,8A
110010077032000,0077,2000,7,7F
110010076013001,0076,3001,8,8A
110010073011096,0073,1096,8,8D
110010018042013,0018,2013,4,4A
110010034002015,0034,2015,1,1B
110010099012006,0099,2006,7,7F
110010075041002,0075,1002,8,8A
110010047021020,0047,1020,6,6E
110010034002012,0034,2012,1,1B
110010098031006,0098,1006,8,8C
110010077071007,0077,1007,7,7E
110010077081004,0077,1004,7,7F
110010026002030,0026,2030,4,4A
110010007013003,0007,3003,3,3B
110010095052020,0095,2020,4,4B
110010094004001,0094,4001,5,5B
110010010012017,0010,2017,3,3E
110010062021179,0062,1179,2,2A
110010080021000,0080,1000,6,6A
110010014021008,0014,1008,3,3G
110010021011012,0021,1012,4,4B
110010030002002,0030,2002,1,1A
110010058002007,0058,2007,2,2C
110010008012014,0008,2014,3,3D
110010059001038,0059,1038,6,6C
110010059001008,0059,1008,2,2C
110010077072002,0077,2002,7,7E
110010081003008,0081,3008,6,6A
110010110003000,0110,3000,6,6D
110010076012006,0076,2006,8,8A
110010106002019,0106,2019,6,6C
110010062021000,0062,1000,6,6C
110010071002013,0071,2013,6,6B
110010109002045,0109,2045,8,8D
110010094003000,0094,3000,5,5C
110010009011014,0009,1014,3,3D
110010048011012,0048,1012,6,6E
110010098112000,0098,2000,8,8D
110010062021021,0062,1021,2,2C
110010096011025,0096,1025,7,7D
110010024003005,0024,3005,4,4C
110010111003004,0111,3004,5,5C
110010028011001,0028,1001,1,1A
110010019012002,0019,2002,4,4B
110010003002006,0003,2006,3,3B
110010074072000,0074,2000,8,8A
110010090002000,0090,2000,5,5C
110010018031002,0018,1002,4,4A
110010062021096,0062,1096,2,2A
110010064002018,0064,2018,6,6D
110010041002002,0041,2002,2,2D
110010019013003,0019,3003,4,4B
110010062021176,0062,1176,2,2A
110010072002048,0072,2048,6,6D
110010029001007,0029,1007,1,1A
110010004002022,0004,2022,3,3C
110010073011071,0073,1071,8,8C
110010091021005,0091,1005,5,5C
110010005012000,0005,2000,3,3C
110010107001028,0107,1028,2,2B
110010074011035,0074,1035,8,8A
110010015001024,0015,1024,3,3G
110010001004040,0001,4040,2,2E
110010007011001,0007,1001,3,3C
110010021022004,0021,2004,4,4B
110010008014000,0008,4000,3,3D
110010094003017,0094,3017,5,5C
110010001004031,0001,4031,2,2E
110010062021199,0062,1199,6,6D
110010088031006,0088,1006,5,5D
110010095082007,0095,2007,5,5A
110010088023004,0088,3004,5,5D
110010046002015,0046,2015,5,5E
110010047011002,0047,1002,6,6E
110010095033000,0095,3000,5,5A
110010092041004,0092,1004,5,5E
110010083021000,0083,1000,6,6C
110010038001003,0038,1003,1,1C
110010019012004,0019,2004,4,4B
110010078041003,0078,1003,7,7C
110010093014005,0093,4005,5,5B
110010033022002,0033,2002,5,5E
110010056001005,0056,1005,2,2A
110010077071001,0077,1001,7,7E
110010101001026,0101,1026,2,2B
110010107002011,0107,2011,2,2B
110010094004019,0094,4019,5,5C
110010038002006,0038,2006,1,1C
110010079012003,0079,2003,6,6A
110010075032005,0075,2005,8,8A
110010102001021,0102,1021,6,6D
110010095033014,0095,3014,5,5B
110010095092008,0095,2008,5,5A
110010078033000,0078,3000,7,7D
110010073011073,0073,1073,8,8D
110010094004006,0094,4006,5,5B
110010042021005,0042,1005,2,2B
110010111002003,0111,2003,5,5C
110010006003003,0006,3003,3,3C
110010043001002,0043,1002,1,1B
110010014022004,0014,2004,3,3G
110010071001029,0071,1029,6,6B
110010012003007,0012,3007,3,3E
110010076013010,0076,3010,8,8A
110010011004015,0011,4015,3,3E
110010053013004,0053,3004,2,2B
110010106002037,0106,2037,6,6C
110010027013000,0027,3000,1,1D
110010072001011,0072,1011,6,6D
110010062021078,0062,1078,2,2A
110010069002004,0069,2004,6,6B
110010015001023,0015,1023,3,3G
110010047021002,0047,1002,6,6E
110010021011002,0021,1002,4,4B
110010056002002,0056,2002,2,2A
110010026002027,0026,2027,4,4A
110010072002027,0072,2027,6,6D
110010104002038,0104,2038,8,8C
110010073011043,0073,1043,8,8C
110010096011045,0096,1045,7,7D
110010010012028,0010,2028,3,3E
110010111002012,0111,2012,5,5C
110010058002004,0058,2004,2,2C
110010077082019,0077,2019,7,7B
110010011002011,0011,2011,3,3E
110010102002022,0102,2022,6,6D
110010017021005,0017,1005,4,4B
110010109002008,0109,2008,8,8D
110010078083006,0078,3006,7,7C
110010095041016,0095,1016,5,5B
110010015001015,0015,1015,3,3G
110010099041003,0099,1003,7,7E
110010014012011,0014,2011,3,3G
110010077072016,0077,2016,7,7E
110010019011011,0019,1011,4,4B
110010076031005,0076,1005,7,7B
110010078092008,0078,2008,7,7D
110010105002013,0105,2013,6,6D
110010066001006,0066,1006,6,6B
110010106002004,0106,2004,6,6C
110010103001003,0103,1003,4,4A
110010034002014,0034,2014,1,1B
110010080022015,0080,2015,6,6A
110010073011140,0073,1140,8,8C
110010104002039,0104,2039,8,8C
110010107002009,0107,2009,2,2B
110010006001000,0006,1000,3,3F
110010010014007,0010,4007,3,3E
110010078071003,0078,1003,7,7C
110010031001003,0031,1003,1,1A
110010095033002,0095,3002,5,5B
110010007014009,0007,4009,3,3B
110010023012018,0023,2018,4,4C
110010080021008,0080,1008,6,6A
110010001004037,0001,4037,2,2E
110010078043016,0078,3016,7,7C
110010098033002,0098,3002,8,8C
110010098071004,0098,1004,8,8D
110010093011012,0093,1012,5,5B
110010095041020,0095,1020,5,5B
110010009013015,0009,3015,3,3D
110010078032001,0078,2001,7,7D
110010059001037,0059,1037,6,6C
110010018031011,0018,1011,4,4A
110010072002002,0072,2002,6,6B
110010090002004,0090,2004,5,5C
110010076015022,0076,5022,8,8A
110010064002030,0064,2030,6,6D
110010099011013,0099,1013,7,7B
110010003002001,0003,2001,3,3B
110010015004003,0015,4003,3,3G
110010021022002,0021,2002,4,4B
110010001004013,0001,4013,2,2E
110010074011041,0074,1041,8,8C
110010046002007,0046,2007,5,5E
110010039004000,0039,4000,1,1C
110010008021009,0008,1009,3,3D
110010088024004,0088,4004,5,5D
110010014023004,0014,3004,3,3G
110010068022015,0068,2015,6,6B
110010058001000,0058,1000,2,2C
110010098072002,0098,2002,8,8D
110010041002005,0041,2005,2,2D
110010018042012,0018,2012,4,4A
110010107001018,0107,1018,2,2B
110010024002010,0024,2010,4,4C
110010095033007,0095,3007,5,5B
110010023011004,0023,1004,4,4C
110010102001019,0102,1019,6,6D
110010111002030,0111,2030,5,5C
110010099053002,0099,3002,7,7E
110010001002009,0001,2009,2,2E
110010062021146,0062,1146,2,2C
110010098021000,0098,1000,8,8E
110010104002009,0104,2009,8,8C
110010078033003,0078,3003,7,7D
110010103002013,0103,2013,4,4B
110010096011043,0096,1043,7,7D
110010005011013,0005,1013,3,3C
110010076042011,0076,2011,7,7B
110010082002004,0082,2004,6,6C
110010111001011,0111,1011,5,5C
110010062021108,0062,1108,2,2C
110010078083004,0078,3004,7,7C
110010047021000,0047,1000,6,6E
110010084022007,0084,2007,6,6A
110010074071003,0074,1003,8,8B
110010096011040,0096,1040,7,7D
110010092032003,0092,2003,5,5E
110010106002040,0106,2040,6,6C
110010019014013,0019,4013,4,4B
110010020021019,0020,1019,4,4C
110010104001011,0104,1011,8,8C
110010044002012,0044,2012,1,1B
110010048021007,0048,1007,6,6E
110010080022007,0080,2007,6,6A
110010103002011,0103,2011,4,4B
110010104002015,0104,2015,8,8C
110010023012000,0023,2000,4,4C
110010099032000,0099,2000,7,7E
110010019014005,0019,4005,4,4B
110010073011069,0073,1069,8,8D
110010015004016,0015,4016,3,3G
110010096011008,0096,1008,7,7D
110010020023007,0020,3007,4,4C
110010062021144,0062,1144,2,2C
110010074012003,0074,2003,8,8C
110010015003008,0015,3008,3,3G
110010096022006,0096,2006,7,7D
110010075021004,0075,1004,8,8B
110010091022025,0091,2025,5,5C
110010072002035,0072,2035,6,6D
110010019022007,0019,2007,4,4B
110010015001030,0015,1030,3,3G
110010004001003,0004,1003,3,3C
110010012001008,0012,1008,3,3E
110010073011044,0073,1044,8,8D
110010075021001,0075,1001,8,8B
110010082002019,0082,2019,6,6C
110010107001009,0107,1009,2,2A
110010001001011,0001,1011,2,2E
110010012004023,0012,4023,3,3F
110010055002004,0055,2004,2,2B
110010033012003,0033,2003,5,5E
110010026001013,0026,1013,4,4A
110010015003006,0015,3006,3,3G
110010002024001,0002,4001,2,2E
110010096011026,0096,1026,7,7D
110010015002014,0015,2014,3,3G
110010080022006,0080,2006,6,6A
110010062021076,0062,1076,2,2A
110010098032004,0098,2004,8,8C
110010004001004,0004,1004,3,3C
110010062021089,0062,1089,2,2A
110010099052006,0099,2006,7,7E
110010076015020,0076,5020,8,8A
110010041003031,0041,3031,2,2D
110010099011007,0099,1007,7,7B
110010026002017,0026,2017,4,4A
110010073011080,0073,1080,8,8D
110010002023007,0002,3007,2,2E
110010098071010,0098,1010,8,8D
110010014011015,0014,1015,3,3G
110010079013002,0079,3002,6,6A
110010099041002,0099,1002,7,7E
110010018042015,0018,2015,4,4A
110010007014006,0007,4006,3,3B
110010067001005,0067,1005,6,6B
110010099021004,0099,1004,7,7E
110010077092015,0077,2015,7,7B
110010038003006,0038,3006,1,1C
110010010015004,0010,5004,3,3E
110010073011041,0073,1041,8,8C
110010078082019,0078,2019,7,7C
110010013013000,0013,3000,3,3F
110010093011000,0093,1000,5,5B
110010096011028,0096,1028,7,7D
110010076051006,0076,1006,8,8A
110010078092006,0078,2006,7,7C
110010075041001,0075,1001,8,8A
110010009011010,0009,1010,3,3D
110010010012014,0010,2014,3,3E
110010103002003,0103,2003,4,4B
110010009022024,0009,2024,3,3D
110010074011023,0074,1023,8,8C
110010081002002,0081,2002,6,6A
110010104002035,0104,2035,8,8E
110010101002004,0101,2004,2,2F
110010108002008,0108,2008,2,2A
110010062021156,0062,1156,2,2C
110010044001009,0044,1009,1,1B
110010076052001,0076,2001,8,8A
110010082002006,0082,2006,6,6C
110010088031016,0088,1016,5,5D
110010095052019,0095,2019,4,4B
110010053014004,0053,4004,2,2B
110010077071009,0077,1009,7,7E
110010110003001,0110,3001,6,6D
110010013013004,0013,3004,3,3F
110010020023002,0020,3002,4,4C
110010089042003,0089,2003,5,5D
110010078043020,0078,3020,7,7C
110010105002010,0105,2010,6,6D
110010042021011,0042,1011,2,2B
110010025012004,0025,2004,4,4C
110010065002002,0065,2002,6,6B
110010033022006,0033,2006,5,5E
110010093012002,0093,2002,5,5B
110010074081005,0074,1005,8,8B
110010062021203,0062,1203,6,6D
110010093014009,0093,4009,5,5B
110010019014006,0019,4006,4,4B
110010025011011,0025,1011,4,4C
110010010012031,0010,2031,3,3E
110010098041001,0098,1001,8,8C
110010088031015,0088,1015,5,5D
110010062021066,0062,1066,2,2A
110010092011006,0092,1006,5,5E
110010010012018,0010,2018,3,3E
110010087021010,0087,1010,5,5E
110010025022006,0025,2006,4,4C
110010016003008,0016,3008,4,4A
110010015002000,0015,2000,3,3G
110010099012022,0099,2022,7,7B
110010074041008,0074,1008,8,8E
110010034002006,0034,2006,1,1B
110010095093005,0095,3005,5,5A
110010037001002,0037,1002,1,1B
110010058001022,0058,1022,2,2C
110010023021027,0023,1027,5,5E
110010004001000,0004,1000,3,3C
110010073011091,0073,1091,8,8D
110010062021140,0062,1140,6,6D
110010106002025,0106,2025,5,5E
110010099012019,0099,2019,7,7B
110010107001017,0107,1017,2,2B
110010050011003,0050,1003,2,2F
110010096021007,0096,1007,7,7D
110010108002016,0108,2016,2,2A
110010002023012,0002,3012,2,2E
110010070001008,0070,1008,6,6B
110010094001011,0094,1011,5,5B
110010098101002,0098,1002,8,8D
110010071001028,0071,1028,6,6B
110010078082015,0078,2015,7,7C
110010065001010,0065,1010,6,6B
110010110002012,0110,2012,6,6D
110010076031004,0076,1004,7,7B
110010034002026,0034,2026,5,5E
110010092011003,0092,1003,5,5E
110010004001013,0004,1013,3,3C
110010095082003,0095,2003,5,5A
110010015001021,0015,1021,3,3G
110010005021006,0005,1006,3,3C
110010073011068,0073,1068,8,8D
110010027013001,0027,3001,1,1D
110010110002013,0110,2013,6,6D
110010012002002,0012,2002,3,3F
110010094003014,0094,3014,5,5C
110010016001009,0016,1009,4,4A
110010093011002,0093,1002,5,5B
110010103001008,0103,1008,4,4A
110010002024032,0002,4032,2,2E
110010071002008,0071,2008,6,6B
110010094002008,0094,2008,5,5B
110010039002002,0039,2002,1,1C
110010098072008,0098,2008,8,8D
110010071002012,0071,2012,6,6B
110010078072007,0078,2007,7,7C
110010058002002,0058,2002,2,2C
110010099051003,0099,1003,7,7E
110010088042011,0088,2011,5,5D
110010079012004,0079,2004,6,6A
110010056001013,0056,1013,2,2A
110010093021012,0093,1012,5,5B
110010087012011,0087,2011,5,5E
110010072001022,0072,1022,6,6D
110010095092010,0095,2010,5,5A
110010094001010,0094,1010,5,5B
110010009011004,0009,1004,3,3D
110010076051004,0076,1004,8,8A
110010020021014,0020,1014,4,4C
110010022012009,0022,2009,4,4D
110010077082004,0077,2004,7,7B
110010108002004,0108,2004,2,2A
110010062021005,0062,1005,6,6C
110010067001000,0067,1000,6,6B
110010050011001,0050,1001,2,2F
110010011003001,0011,3001,3,3G
110010042021006,0042,1006,2,2B
110010046002016,0046,2016,6,6E
110010056003004,0056,3004,2,2A
110010077072008,0077,2008,7,7E
110010093013020,0093,3020,5,5B
110010048011002,0048,1002,6,6E
110010108003006,0108,3006,2,2A
110010013011016,0013,1016,3,3F
110010099061004,0099,1004,7,7E
110010103002004,0103,2004,4,4B
110010020021026,0020,1026,4,4C
110010002024006,0002,4006,2,2E
110010018042007,0018,2007,4,4A
110010006002003,0006,2003,3,3C
110010009013026,0009,3026,3,3D
110010088031003,0088,1003,5,5D
110010042022002,0042,2002,2,2B
110010094002017,0094,2017,5,5B
110010096031003,0096,1003,7,7F
110010055002012,0055,2012,2,2A
110010033011004,0033,1004,5,5E
110010018043007,0018,3007,4,4A
