X,Y,OBJECTID,BBL_LICENSE_FACT_ID,LICENSESTATUS,LICENSECATEGORY,CUST_NUM,TRADE_NAME,LICENSE_START_DATE,LICENSE_EXPIRATION_DATE,LICENSE_ISSUE_DATE,AGENT_PHONE,LASTMODIFIEDDATE,CITY,STATE,SITEADDRESS,LATITUDE,LONGITUDE,XCOORD,YCOORD,ZIPCODE,MARADDRESSREPOSITORYID,DCSTATADDRESSKEY,DCSTATLOCATIONKEY,WARD,ANC,SMD,DISTRICT,PSA,NEIGHBORHOODCLUSTER,HOTSPOT2006NAME,HOTSPOT2005NAME,HOTSPOT2004NAME,BUSINESSIMPROVEMENTDISTRICT
-76.995845454055711,38.880073335587582,18257932,399454,EXPIRED,General Business Licenses,70102464,SOCIAL COMPACT INVESTMENT FUND LLC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,8664035272,2017-06-20T15:10:57.000Z,WASHINGTON,DC,738 7TH STREET SE,38.8800658855,-76.995843173,400360.68,134692.43,20003,78512,51600,51600,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.991297392468908,38.879748422872275,18257936,399458,EXPIRED,General Business Licenses,70102498,"MARINE DESIGN DYNAMICS, INC.",2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2025364120,2017-06-20T15:10:57.000Z,WASHINGTON,DC,758 11TH STREET SE,38.8797409727,-76.9912951128,400755.31,134656.39,20003,79076,51827,51827,6,6B,6B04,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.972402129341049,38.896528908701967,18257937,399459,EXPIRED,General Business Licenses,70102503,INFINITY CONSULTING LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2025365067,2017-06-20T15:10:57.000Z,WASHINGTON,DC,515 24TH STREET NE,38.8965214545,-76.9723998545,402394.26,136519.48,20002,12322,8032,8032,7,7D,7D01,FIFTH,507,25,NONE,NONE,NONE,NONE
-77.042436281272856,38.902869499140209,18257939,399461,EXPIRED,General Business Licenses,70102543,ARCAID SYSTEMS INC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2028248123,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1825 K STREET NW,38.9029240606,-77.0425803202,396319.26,137223.83,20006,240969,83920,83920,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.067661348794118,38.906041345844848,18257953,399188,EXPIRED,General Business Licenses,70102831,G.T. QUALITY CLEANERS,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2209999999,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3345 PROSPECT STREET NW,38.9060338932,-77.0676590441,394131.49,137577.25,20007,303254,372711,332000,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,NONE
-77.061648276309498,38.905471291861339,18257954,399189,EXPIRED,General Business Licenses,70102841,URBAN OUTFITTERS INC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,8009279800,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3111 M STREET NW,38.9054638391,-77.0616459735,394653,137513.6,20007,272030,114844,114844,2,2E,2E06,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.083569340147747,38.910892856513804,18257959,399195,EXPIRED,General Business Licenses,70102857,THE FOXHALL GARDENER,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,,2017-06-20T15:10:57.000Z,WASHINGTON,DC,4451 Q STREET NW,38.9108854035,-77.0835670303,392752.18,138116.95,20007,271084,113685,113685,3,3D,3D09,SECOND,205,13,NONE,NONE,NONE,NONE
-77.001192403674096,38.890085501500359,18257962,399199,EXPIRED,General Business Licenses,70102882,SEBA CIRCLE MANAGEMENT LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2025440745,2017-06-20T15:10:57.000Z,WASHINGTON,DC,314 EAST CAPITOL STREET NE,38.8900780496,-77.0011901204,399896.75,135803.85,20003,39717,26659,26659,6,6C,6C07,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-77.031720016122875,38.916801062617637,18258003,400150,EXPIRED,General Business Licenses,70109210,WATER WEALTH INTERNATIONAL INC.,2012-11-01T00:00:00.000Z,2014-10-31T00:00:00.000Z,2014-12-17T00:00:00.000Z,2025430665,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1937 14TH STREET NW,38.9167936065,-77.0317177218,397249.33,138769.97,20009,279495,121571,121571,1,1B,1B02,THIRD,305,3,NONE,NONE,NONE,NONE
-77.014886171190042,38.90694145762766,18258004,400151,EXPIRED,General Business Licenses,70109216,POTOMAC SERVICES CO,2012-11-01T00:00:00.000Z,2014-10-31T00:00:00.000Z,2014-12-17T00:00:00.000Z,2024620600,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1241 NEW JERSEY AVENUE NW,38.9069340029,-77.0148838827,398709.04,137675.1,20001,238307,81600,81600,6,6C,6C02,FIFTH,501,21,NONE,NONE,NONE,NONE
-77.02783682017666,38.902208262758691,18258014,399462,EXPIRED,General Business Licenses,70102545,BOLAN SMART ASSOCIATES INC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2023711333,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1150 K STREET NW,38.9022008094,-77.027834528,397585.6,137149.94,20005,297576,133674,133674,2,2F,2F06,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.034296823763711,38.923263810050166,18258016,399464,EXPIRED,General Business Licenses,70102580,WFB CLEANING SOLUTIONS LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2024894763,2017-06-20T15:10:57.000Z,WASHINGTON,DC,2572 UNIVERSITY PLACE NW,38.9232563527,-77.0342945283,397026.13,139487.47,20009,242999,85985,85985,1,1B,1B06,THIRD,304,2,NONE,NONE,NONE,NONE
-77.028500702775375,38.898052005466056,18258018,399466,EXPIRED,General Business Licenses,70102594,VARIQ CORPORATION,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2022924236,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1200 G STREET NW,38.898044553,-77.0284984106,397527.87,136688.58,20005,278917,121031,121031,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.029146369893979,38.90338920911784,18258022,399783,EXPIRED,General Business Licenses,70105016,CHK CONSULTING GROUP LLC,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2026302725,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1220 L STREET NW,38.9033817556,-77.0291440772,397472.05,137281.07,20005,240921,84188,84188,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-76.990499196265361,38.894316173946443,18258027,399789,EXPIRED,General Business Licenses,70105147,ATELIER DESIGN STUDIO,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,,2017-06-20T15:10:57.000Z,WASHINGTON,DC,322 12TH STREET NE,38.8943087208,-76.990496916,400824.4,136273.53,20002,38312,24094,24094,6,6A,6A05,FIRST,107,25,NONE,NONE,NONE,NONE
-77.051856800358465,38.906502279785222,18258029,399792,EXPIRED,General Business Licenses,70105154,ACCOUNTABILITY NORTH AMERICA LLC,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2029999999,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1250 24TH STREET NW,38.9064948265,-77.0518545005,395502.35,137627.52,20037,273946,116710,116710,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,NONE
-76.989494038836554,38.881646252501383,18258031,399794,EXPIRED,General Business Licenses,70105162,DECCA DEVELOPMENT CORPORATION (THE),2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2029999999,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1225 PENNSYLVANIA AVENUE SE,38.8816388019,-76.9894917596,400911.76,134867.08,20003,70718,44709,44709,6,6B,6B04,FIRST,107,26,NONE,NONE,NONE,CAPITOL HILL BID
-76.971402013147568,38.851900508127954,18258098,399375,EXPIRED,General Business Licenses,70101531,L NELSON NURTON LLC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2024894612,2017-06-20T15:10:57.000Z,WASHINGTON,DC,2422 ALABAMA AVENUE SE,38.8518930629,-76.9713997413,402482.57,131565.42,20020,309010,369724,329373,8,8B,8B04,SEVENTH,702,36,NONE,NONE,NONE,NONE
-77.036056830782712,38.941279985242687,18258100,399379,EXPIRED,General Business Licenses,70101637,LATIN JANITORIAL SERVICES,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025458868,2017-06-20T15:10:57.000Z,WASHINGTON,DC,4115 16TH STREET NW,38.9412725244,-77.0360545337,396874.3,141487.48,20011,259140,102039,102039,4,4C,4C04,FOURTH,404,18,NONE,NONE,NONE,NONE
-77.029300589163682,38.931648127790481,18258101,399380,EXPIRED,General Business Licenses,70101655,STUDIO CINQ LLC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2002150862,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1221 PARK ROAD NW,38.9316406686,-77.0292982947,397459.68,140418.05,20010,230934,73701,73701,1,1A,1A06,THIRD,302,2,NONE,NONE,NONE,NONE
-77.055567732007958,38.929900256772314,18258102,399381,EXPIRED,General Business Licenses,70101658,CATHEDRAL CUSTOM CLEANERS INC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2029999999,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3000 CONNECTICUT AVENUE NW,38.9298927989,-77.0555654296,395182.06,140225.08,20008,219893,63039,63039,3,3C,3C03,SECOND,204,15,NONE,NONE,NONE,NONE
-77.029262842814219,38.897848588334263,18258107,399386,EXPIRED,General Business Licenses,70101817,CT-BL,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,601 13TH STREET NW,38.897841136,-77.0292605504,397461.75,136666.02,20005,240933,83884,83884,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-76.984572022040027,38.909608579248705,18258147,400794,EXPIRED,Cigarette Retail,39107092,EMMANUEL TESFAY,2012-08-01T00:00:00.000Z,2014-07-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,00,2017-06-20T15:10:58.000Z,WASHINGTON,DC,1211 MOUNT OLIVET ROAD NE,38.9096011228,-76.9845697427,401338.3,137971.18,20002,285930,124770,124770,5,5B,5B05,FIFTH,506,23,NONE,NONE,NONE,NONE
-76.995929286828698,38.927772210999692,18258189,399395,EXPIRED,General Business Licenses,70101896,"CHCS, LLC",2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,2024594442,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3009 7TH STREET NE,38.9277647513,-76.9959270028,400353.17,139987.39,20017,42352,28509,28509,5,5C,5C09,FIFTH,502,21,NONE,NONE,NONE,NONE
-76.995924425796744,38.879623909678998,18258192,399398,EXPIRED,General Business Licenses,70101918,S. PEARCE FELDMAN LLC,2012-03-01T00:00:00.000Z,2014-02-28T00:00:00.000Z,2014-04-28T00:00:00.000Z,3017850773,2017-06-20T15:10:57.000Z,WASHINGTON,DC,758 7TH STREET SE,38.8796164597,-76.9959221448,400353.83,134642.54,20003,146444,55399,55399,6,6B,6B03,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
-77.061514374364776,38.977066751516595,18258193,400082,EXPIRED,General Business Licenses,70108581,"MAD SOLUTIONS, LLC",2012-10-01T00:00:00.000Z,2014-09-30T00:00:00.000Z,2014-12-17T00:00:00.000Z,2025254753,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3241 ARCADIA PLACE NW,38.9770592844,-77.0615120672,394669.97,145461.32,20015,260953,104119,104119,4,3G,3G01,SECOND,201,10,NONE,NONE,NONE,NONE
-77.023242890764635,38.909186235240242,18258216,399105,EXPIRED,General Business Licenses,69011137,"REDBOX AUTOMATED RETAIL, LLC",2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1414 8TH STREET NW,38.909178447,-77.0232405994,397984.28,137924.44,20001,297619,133400,133400,6,2C,2C01,THIRD,308,7,NONE,NONE,NONE,NONE
-77.042568248024935,38.898944959179175,18258217,399107,EXPIRED,General Business Licenses,69011139,REDBOX AUTOMATED RETAIL LLC,2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1818 H STREET NW,38.8989375071,-77.0425659515,396307.61,136788.18,20433,241305,84255,84255,2,2A,2A01,SECOND,207,5,NONE,NONE,NONE,NONE
-77.072999162124759,38.934351493720087,18258218,399108,EXPIRED,General Business Licenses,69011140,"REDBOX AUTOMATED RETAIL, LLC",2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3336 WISCONSIN AVENUE NW,38.9343437023,-77.0729968538,393671.02,140720.27,20016,223125,66447,66447,3,3C,3C07,SECOND,204,14,NONE,NONE,NONE,NONE
-76.986624986835395,38.880209661424921,18258219,399109,EXPIRED,General Business Licenses,69011141,"REDBOX AUTOMATED RETAIL, LLC",2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1350 POTOMAC AVENUE SE,38.880202211,-76.9866227086,401160.72,134707.64,20003,303730,417868,358890,6,6B,6B07,FIRST,106,26,NONE,NONE,NONE,CAPITOL HILL BID
-77.038441873913783,38.921986941313328,18258220,399110,EXPIRED,General Business Licenses,69011142,"REDBOX AUTOMATED RETAIL, LLC",2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1631 KALORAMA ROAD NW,38.9219791511,-77.0384395771,396666.63,139345.87,20009,284059,122898,122898,1,1C,1C07,THIRD,303,1,NONE,NONE,NONE,NONE
-76.992430946014053,38.919229805772844,18258221,399111,EXPIRED,General Business Licenses,69011143,"REDBOX AUTOMATED RETAIL, LLC",2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1050 BRENTWOOD ROAD NE,38.9192223477,-76.9924286636,400656.59,139039.13,20018,299835,166493,166493,5,5B,5B03,FIFTH,505,22,NONE,NONE,NONE,NONE
-77.003944458542705,38.876959050725112,18258228,399476,EXPIRED,General Business Licenses,70102673,STANLEY ASSOCIATES INC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,8009279801,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1100 NEW JERSEY AVENUE SE,38.8769516016,-77.0039421752,399657.93,134346.72,20003,285822,124352,124352,6,6D,6D07,FIRST,106,27,NONE,NONE,NONE,CAPITOL RIVERFRONT BID
-77.063044296872761,38.903082702073299,18258230,399478,EXPIRED,General Business Licenses,70102676,TOGORUN LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,8009279800,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1010 WISCONSIN AVENUE NW,38.9030752499,-77.0630419938,394531.73,137248.53,20007,278784,120852,120852,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-76.999031027242708,38.900431704222797,18258231,399479,EXPIRED,General Business Licenses,70102683,PETIGREEN LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,7032735303,2017-06-20T15:10:57.000Z,WASHINGTON,DC,508 H STREET NE,38.9004242502,-76.999028744,400084.25,136952.36,20002,13739,7943,7943,6,6C,6C05,FIRST,104,25,NONE,NONE,NONE,NONE
-77.107313250998644,38.932751813486618,18258232,399482,EXPIRED,General Business Licenses,70102689,PAIGE KEVILL INTERIORS,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,,2017-06-20T15:10:57.000Z,WASHINGTON,DC,5146 PALISADE LANE NW,38.932744357,-77.1073109325,390695.71,140545.63,20016,268862,111704,111704,3,3D,3D04,SECOND,205,13,NONE,NONE,NONE,NONE
-77.038181702256949,38.903005822252631,18258314,399486,EXPIRED,General Business Licenses,70102702,CAPTURE DISCOVERY LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,8009279800,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1667 K STREET NW,38.9029983692,-77.0381794068,396688.31,137238.8,20006,279291,121677,121677,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.035404605331891,38.982069207682109,18258316,399488,EXPIRED,General Business Licenses,70102717,PILLAR SOLUTIONS LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2022965680,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1442 IRIS STREET NW,38.9820617386,-77.0354023059,396932.6,146015.44,20012,256292,98886,98886,4,4A,4A02,FOURTH,401,16,NONE,NONE,NONE,NONE
-77.011728493042099,38.880828083828604,18258317,399489,EXPIRED,General Business Licenses,70102727,LANCE PETTIFORD DESIGN LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2024229097,2017-06-20T15:10:57.000Z,WASHINGTON,DC,64 G STREET SW,38.8808206342,-77.0117262071,398982.55,134776.27,20024,276705,118816,118816,6,6D,6D02,FIRST,105,9,NONE,NONE,NONE,NONE
-77.065363334973483,38.911682330506238,18258318,399490,EXPIRED,General Business Licenses,70102733,SHERMAN GROUP INC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2023333067,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1647 WISCONSIN AVENUE NW,38.9116748767,-77.0653610307,394331.26,138203.3,20007,276377,118779,118779,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.009463264663253,38.908853143737154,18258321,399803,EXPIRED,General Business Licenses,70105216,MORENCY ENTERPRISES OF DC LLC,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,2022650799,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1404 NORTH CAPITOL STREET NW,38.9088456884,-77.0094609777,399179.42,137887.25,20002,236938,80004,80004,5,5C,5C02,FIFTH,501,21,NONE,NONE,NORTH CAPITOL ST,NONE
-77.050532057410976,38.903201929195752,18258328,399813,EXPIRED,General Business Licenses,70105375,THE SEASONED TABLE,2012-06-01T00:00:00.000Z,2014-05-31T00:00:00.000Z,2014-07-14T00:00:00.000Z,,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3 WASHINGTON CIRCLE NW,38.9031944765,-77.0505297582,395617.05,137261.09,20037,226081,69068,69068,2,2A,2A02,SECOND,207,5,NONE,NONE,NONE,NONE
-77.045225446656502,38.913291381860319,18258332,399817,EXPIRED,General Business Licenses,70105477,GINZA INC,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-08-03T00:00:00.000Z,,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1721 CONNECTICUT AVENUE NW,38.913283927,-77.0452231484,396077.9,138380.86,20009,218458,61901,61901,2,2B,2B01,SECOND,208,6,NONE,NONE,NONE,NONE
-77.02506710763312,38.896366787143442,18258430,400260,EXPIRED,General Business Licenses,70107384,STUDIO REIKORENEE LLC,2012-09-01T00:00:00.000Z,2014-08-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,2026490781,2017-06-20T15:10:57.000Z,WASHINGTON,DC,915 E STREET NW,38.8963593349,-77.0250648166,397825.67,136501.42,20004,239822,82786,82786,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.014507467080875,38.905578126593632,18258432,400262,EXPIRED,General Business Licenses,70107390,DESIGN CONCERN INTERNATIONAL LLC,2012-09-01T00:00:00.000Z,2014-08-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,2025474477,2017-06-20T15:10:57.000Z,WASHINGTON,DC,240 M STREET NW,38.9055706722,-77.0145051785,398741.86302,137523.75391,,0,154609,154609,6,6C,6C02,FIFTH,501,8,NONE,NONE,NONE,NONE
-77.039339009002745,38.903319379479143,18258542,399139,EXPIRED,General Business Licenses,69011750,NEW FORESTS INC.,2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2025723100,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1025 CONNECTICUT AVENUE NW,38.9033119264,-77.0393367132,396587.94,137273.65,20036,241803,85081,85081,2,2B,2B05,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-77.011922912445243,38.90835872070361,18258547,399499,EXPIRED,General Business Licenses,70102793,MJS COMMUNICATIONS LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,8888291658,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1343 1ST STREET NW,38.9083512656,-77.0119206247,398966.08,137832.39,20001,237033,80336,80336,5,5C,5C02,FIFTH,501,21,NONE,NONE,NONE,NONE
-77.028500702775375,38.898052005466056,18258548,399500,EXPIRED,General Business Licenses,70102794,IBC ENGINEERING SERVICES INC.,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2625491190,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1200 G STREET NW,38.898044553,-77.0284984106,397527.87,136688.58,20005,278917,121031,121031,2,2F,2F03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.06137028043959,38.904498806214804,18258633,399502,EXPIRED,General Business Licenses,70102796,TOWPATH RENEWABLE ADVISORS LLC,2012-04-01T00:00:00.000Z,2014-03-31T00:00:00.000Z,2014-06-06T00:00:00.000Z,2022437555,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1054 31ST STREET NW,38.9044913537,-77.0613679778,394677.04,137405.63,20007,273823,116919,116919,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.021732008046911,38.905292847460018,18258634,399503,EXPIRED,General Business Licenses,69011535,JORDIN'S STUDIO,2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,3019080180,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1121 7TH STREET NW,38.9052853933,-77.0217297175,398115.22,137492.21,20001,300161,217217,217217,6,2C,2C03,THIRD,308,8,NONE,NONE,NONE,NONE
-77.063732584260563,38.904658160367902,18258642,399511,EXPIRED,General Business Licenses,69011665,"INTERMIX, INC.",2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,8007671553,2017-06-20T15:10:57.000Z,WASHINGTON,DC,3222 M STREET NW,38.9046507079,-77.0637302809,394472.15,137423.46,20007,275795,117972,117972,2,2E,2E05,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-76.936499432093996,38.873984216469346,18258643,399512,EXPIRED,General Business Licenses,69011667,DDS DISTRIBUTIONS LLC,2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2022557595,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1002 RIDGE ROAD SE,38.8739767654,-76.9364971696,405510.49,134018.4,20019,76235,50023,50023,7,7E,7E02,SIXTH,604,33,NONE,NONE,NONE,NONE
-76.996357809851162,38.847060656824915,18258648,399828,EXPIRED,General Business Licenses,70105573,MOBILE UNLIMITED MLK INC,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-08-03T00:00:00.000Z,2029999999,2017-06-20T15:10:57.000Z,WASHINGTON,DC,2741 MARTIN LUTHER KING JR AVENUE SE,38.8470532135,-76.9963555307,400316.37,131027.78,20032,44991,32112,32112,8,8C,8C02,SEVENTH,707,39,NONE,NONE,NONE,NONE
-77.065676289135226,38.911461901006639,18258743,399839,EXPIRED,General Business Licenses,70105842,MICHELLE'S FASHION BOUTIQUE,2012-07-01T00:00:00.000Z,2014-06-30T00:00:00.000Z,2014-08-03T00:00:00.000Z,7028662500,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1624 WISCONSIN AVENUE NW,38.9114544472,-77.0656739848,394304.1,138178.85,20007,272888,116003,116003,2,2E,2E02,SECOND,206,4,NONE,NONE,NONE,GEORGETOWN BID
-77.024814007585249,38.897162460054815,18258751,400273,EXPIRED,General Business Licenses,70107517,ENTERPRISE INFORMATION SYSTEMS CONSULTING LLC,2012-09-01T00:00:00.000Z,2014-08-31T00:00:00.000Z,2014-10-09T00:00:00.000Z,2023474070,2017-06-20T15:10:57.000Z,WASHINGTON,DC,912 F STREET NW,38.8971546743,-77.0248117165,397847.65,136589.74,20004,239831,82791,82791,2,2C,2C03,FIRST,101,8,NONE,NONE,NONE,DOWNTOWN BID
-77.039826760488211,38.899344095641119,18258825,400166,EXPIRED,General Business Licenses,70109338,KANVAS ENTERPRISES INC,2012-11-01T00:00:00.000Z,2014-10-31T00:00:00.000Z,2014-12-17T00:00:00.000Z,2024249110,2017-06-20T15:10:57.000Z,WASHINGTON,DC,1701 PENNSYLVANIA AVENUE NW,38.8993366434,-77.0398244648,396545.44,136832.38,20006,218414,61508,61508,2,2B,2B06,SECOND,207,6,NONE,NONE,NONE,GOLDEN TRIANGLE BID
-76.934353007762823,38.89887571752071,18258827,400168,EXPIRED,General Business Licenses,70109355,LIFE SKILLS UNLIMITED INC,2012-11-01T00:00:00.000Z,2014-10-31T00:00:00.000Z,2014-12-17T00:00:00.000Z,2026212228,2017-06-20T15:10:57.000Z,WASHINGTON,DC,4645 NANNIE HELEN BURROUGHS AVENUE NE,38.8988682614,-76.9343507444,405694.76,136781.68,20019,18455,10051,10051,7,7C,7C01,SIXTH,602,30,NONE,NONE,NONE,NONE
-76.982448299834331,38.882196809817827,18258847,399142,EXPIRED,General Business Licenses,69011770,DAISY'S HOUSE LLC,2011-12-01T00:00:00.000Z,2013-11-30T00:00:00.000Z,2014-04-28T00:00:00.000Z,2022626134,2017-06-20T15:10:57.000Z,WASHINGTON,DC,519 16TH STREET SE,38.8821893588,-76.9824460228,401523.08,134928.29,20003,12061,7412,7412,6,6B,6B09,FIRST,108,26,NONE,NONE,NONE,NONE
