census_block_2010,feature_id,feature_type,value,week,year
-29970.0,business_licenses_in_effect,One Family Rental,31,44,2015
-29969.0,business_licenses_in_effect,One Family Rental,43,44,2015
-29968.0,business_licenses_in_effect,One Family Rental,26,44,2015
-29967.0,business_licenses_in_effect,One Family Rental,17,44,2015
-29966.0,business_licenses_in_effect,One Family Rental,12,44,2015
-29965.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29964.0,business_licenses_in_effect,One Family Rental,21,44,2015
-29963.0,business_licenses_in_effect,One Family Rental,15,44,2015
-29962.0,business_licenses_in_effect,One Family Rental,12,44,2015
-29961.0,business_licenses_in_effect,One Family Rental,6,44,2015
-29960.0,business_licenses_in_effect,One Family Rental,28,44,2015
-29959.0,business_licenses_in_effect,One Family Rental,12,44,2015
-29958.0,business_licenses_in_effect,One Family Rental,9,44,2015
-29957.0,business_licenses_in_effect,One Family Rental,6,44,2015
-29956.0,business_licenses_in_effect,One Family Rental,7,44,2015
-29955.0,business_licenses_in_effect,One Family Rental,2,44,2015
-29954.0,business_licenses_in_effect,One Family Rental,3,44,2015
-29953.0,business_licenses_in_effect,One Family Rental,14,44,2015
-29952.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29951.0,business_licenses_in_effect,One Family Rental,8,44,2015
-29950.0,business_licenses_in_effect,One Family Rental,11,44,2015
-29949.0,business_licenses_in_effect,One Family Rental,11,44,2015
-29948.0,business_licenses_in_effect,One Family Rental,4,44,2015
-29947.0,business_licenses_in_effect,One Family Rental,15,44,2015
-29946.0,business_licenses_in_effect,One Family Rental,16,44,2015
-29945.0,business_licenses_in_effect,One Family Rental,28,44,2015
-29944.0,business_licenses_in_effect,One Family Rental,33,44,2015
-29943.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29942.0,business_licenses_in_effect,One Family Rental,15,44,2015
-29941.0,business_licenses_in_effect,One Family Rental,19,44,2015
-29940.0,business_licenses_in_effect,One Family Rental,25,44,2015
-29939.0,business_licenses_in_effect,One Family Rental,18,44,2015
-29938.0,business_licenses_in_effect,One Family Rental,17,44,2015
-29937.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29936.0,business_licenses_in_effect,One Family Rental,8,44,2015
-29935.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29934.0,business_licenses_in_effect,One Family Rental,8,44,2015
-29933.0,business_licenses_in_effect,One Family Rental,144,44,2015
-29932.0,business_licenses_in_effect,One Family Rental,7,44,2015
-29931.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29930.0,business_licenses_in_effect,One Family Rental,5,44,2015
-29929.0,business_licenses_in_effect,One Family Rental,2,44,2015
-29928.0,business_licenses_in_effect,One Family Rental,2,44,2015
-29927.0,business_licenses_in_effect,One Family Rental,9,44,2015
-29926.0,business_licenses_in_effect,One Family Rental,5,44,2015
-29925.0,business_licenses_in_effect,One Family Rental,6,44,2015
-29924.0,business_licenses_in_effect,One Family Rental,3,44,2015
-29923.0,business_licenses_in_effect,One Family Rental,8,44,2015
-29922.0,business_licenses_in_effect,One Family Rental,5,44,2015
-29921.0,business_licenses_in_effect,One Family Rental,9,44,2015
-29920.0,business_licenses_in_effect,One Family Rental,17,44,2015
-29919.0,business_licenses_in_effect,One Family Rental,7,44,2015
-29918.0,business_licenses_in_effect,One Family Rental,11,44,2015
-29917.0,business_licenses_in_effect,One Family Rental,12,44,2015
-29916.0,business_licenses_in_effect,One Family Rental,16,44,2015
-29915.0,business_licenses_in_effect,One Family Rental,132,44,2015
-29914.0,business_licenses_in_effect,One Family Rental,9,44,2015
-29913.0,business_licenses_in_effect,One Family Rental,4,44,2015
-29912.0,business_licenses_in_effect,One Family Rental,6,44,2015
-29911.0,business_licenses_in_effect,One Family Rental,137,44,2015
-29910.0,business_licenses_in_effect,One Family Rental,6,44,2015
-29909.0,business_licenses_in_effect,One Family Rental,4,44,2015
-29908.0,business_licenses_in_effect,One Family Rental,11,44,2015
-29907.0,business_licenses_in_effect,One Family Rental,16,44,2015
-29906.0,business_licenses_in_effect,One Family Rental,13,44,2015
-29905.0,business_licenses_in_effect,One Family Rental,10,44,2015
-29904.0,business_licenses_in_effect,One Family Rental,4,44,2015
-29903.0,business_licenses_in_effect,One Family Rental,2,44,2015
-29902.0,business_licenses_in_effect,One Family Rental,4,44,2015
-29901.0,business_licenses_in_effect,One Family Rental,4,44,2015
-29899.0,business_licenses_in_effect,One Family Rental,6,44,2015
-29898.0,business_licenses_in_effect,One Family Rental,14,44,2015
-29897.0,business_licenses_in_effect,One Family Rental,3,44,2015
-29896.0,business_licenses_in_effect,One Family Rental,3,44,2015
-29895.0,business_licenses_in_effect,One Family Rental,2,44,2015
-29894.0,business_licenses_in_effect,One Family Rental,2,44,2015
-30004.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29996.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29984.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29982.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29981.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29978.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29975.0,business_licenses_in_effect,Parking Facility,3,44,2015
-29974.0,business_licenses_in_effect,Parking Facility,2,44,2015
-29972.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29971.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29970.0,business_licenses_in_effect,Parking Facility,4,44,2015
-29969.0,business_licenses_in_effect,Parking Facility,2,44,2015
-29968.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29966.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29965.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29963.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29962.0,business_licenses_in_effect,Parking Facility,2,44,2015
-29961.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29959.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29947.0,business_licenses_in_effect,Parking Facility,1,44,2015
-29940.0,business_licenses_in_effect,Parking Facility,1,44,2015
-30032.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-30016.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29990.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29981.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29980.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29978.0,business_licenses_in_effect,Parking Facility Attendant,3,44,2015
-29977.0,business_licenses_in_effect,Parking Facility Attendant,2,44,2015
-29975.0,business_licenses_in_effect,Parking Facility Attendant,6,44,2015
-29974.0,business_licenses_in_effect,Parking Facility Attendant,2,44,2015
-29973.0,business_licenses_in_effect,Parking Facility Attendant,3,44,2015
-29972.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29971.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29970.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29969.0,business_licenses_in_effect,Parking Facility Attendant,5,44,2015
-29968.0,business_licenses_in_effect,Parking Facility Attendant,2,44,2015
-29967.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29966.0,business_licenses_in_effect,Parking Facility Attendant,3,44,2015
-29965.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29963.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29962.0,business_licenses_in_effect,Parking Facility Attendant,132,44,2015
-29961.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29958.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29955.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29951.0,business_licenses_in_effect,Parking Facility Attendant,5,44,2015
-29948.0,business_licenses_in_effect,Parking Facility Attendant,1,44,2015
-29937.0,business_licenses_in_effect,Parking Facility Attendant,3,44,2015
-29934.0,business_licenses_in_effect,Parking Facility Attendant,4,44,2015
-30017.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-30005.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29998.0,business_licenses_in_effect,Patent Medicine,2,44,2015
-29994.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29993.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29987.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29968.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29965.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29962.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29955.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29952.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29951.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29949.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29947.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29946.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29941.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29939.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29910.0,business_licenses_in_effect,Patent Medicine,3,44,2015
-29909.0,business_licenses_in_effect,Patent Medicine,1,44,2015
-29995.0,business_licenses_in_effect,Pawnbrokers,1,44,2015
-30024.0,business_licenses_in_effect,Pesticide Applicator,132,44,2015
-29987.0,business_licenses_in_effect,Pesticide Applicator,1,44,2015
-29980.0,business_licenses_in_effect,Pesticide Applicator,1,44,2015
-29978.0,business_licenses_in_effect,Pesticide Applicator,1,44,2015
-29969.0,business_licenses_in_effect,Pesticide Applicator,1,44,2015
-30024.0,business_licenses_in_effect,Pesticide Operator,132,44,2015
-30008.0,business_licenses_in_effect,Pesticide Operator,1,44,2015
-29980.0,business_licenses_in_effect,Pesticide Operator,2,44,2015
-29969.0,business_licenses_in_effect,Pesticide Operator,1,44,2015
-29936.0,business_licenses_in_effect,Pesticide Operator,1,44,2015
-30016.0,business_licenses_in_effect,Pesticide Public Applicator,1,44,2015
-29998.0,business_licenses_in_effect,Pesticide Public Applicator,2,44,2015
-29980.0,business_licenses_in_effect,Pesticide Public Applicator,1,44,2015
-29958.0,business_licenses_in_effect,Pesticide Public Applicator,2,44,2015
-29951.0,business_licenses_in_effect,Pesticide Public Applicator,1,44,2015
-29949.0,business_licenses_in_effect,Pesticide Public Applicator,2,44,2015
-29944.0,business_licenses_in_effect,Pesticide Public Applicator,1,44,2015
-29897.0,business_licenses_in_effect,Pesticide Public Applicator,2,44,2015
-29980.0,business_licenses_in_effect,Pesticide Public Operator,1,44,2015
-29897.0,business_licenses_in_effect,Pesticide Public Operator,1,44,2015
-30028.0,business_licenses_in_effect,Pet Shop,1,44,2015
-30011.0,business_licenses_in_effect,Pet Shop,1,44,2015
-29988.0,business_licenses_in_effect,Power Laundry,1,44,2015
-29920.0,business_licenses_in_effect,Power Laundry,2,44,2015
-29961.0,business_licenses_in_effect,Public Hall,2,44,2015
-30012.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-29981.0,business_licenses_in_effect,Public School Cafeteria,135,44,2015
-29979.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-29946.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-29945.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-29917.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-29913.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-29909.0,business_licenses_in_effect,Public School Cafeteria,1,44,2015
-30032.0,business_licenses_in_effect,Restaurant,1,44,2015
-30023.0,business_licenses_in_effect,Restaurant,1,44,2015
-30019.0,business_licenses_in_effect,Restaurant,1,44,2015
-30018.0,business_licenses_in_effect,Restaurant,1,44,2015
-30017.0,business_licenses_in_effect,Restaurant,1,44,2015
-30013.0,business_licenses_in_effect,Restaurant,1,44,2015
-30008.0,business_licenses_in_effect,Restaurant,1,44,2015
-30006.0,business_licenses_in_effect,Restaurant,2,44,2015
-30005.0,business_licenses_in_effect,Restaurant,1,44,2015
-30004.0,business_licenses_in_effect,Restaurant,1,44,2015
-30003.0,business_licenses_in_effect,Restaurant,2,44,2015
-30002.0,business_licenses_in_effect,Restaurant,1,44,2015
-29998.0,business_licenses_in_effect,Restaurant,4,44,2015
-29996.0,business_licenses_in_effect,Restaurant,1,44,2015
-29995.0,business_licenses_in_effect,Restaurant,1,44,2015
-29993.0,business_licenses_in_effect,Restaurant,1,44,2015
-29992.0,business_licenses_in_effect,Restaurant,2,44,2015
-29991.0,business_licenses_in_effect,Restaurant,2,44,2015
-29989.0,business_licenses_in_effect,Restaurant,1,44,2015
-29988.0,business_licenses_in_effect,Restaurant,1,44,2015
-29987.0,business_licenses_in_effect,Restaurant,5,44,2015
-29986.0,business_licenses_in_effect,Restaurant,6,44,2015
-29985.0,business_licenses_in_effect,Restaurant,3,44,2015
-29984.0,business_licenses_in_effect,Restaurant,3,44,2015
-29983.0,business_licenses_in_effect,Restaurant,4,44,2015
-29982.0,business_licenses_in_effect,Restaurant,3,44,2015
-29981.0,business_licenses_in_effect,Restaurant,2,44,2015
-29980.0,business_licenses_in_effect,Restaurant,1,44,2015
-29979.0,business_licenses_in_effect,Restaurant,5,44,2015
-29978.0,business_licenses_in_effect,Restaurant,4,44,2015
-29977.0,business_licenses_in_effect,Restaurant,1,44,2015
-29976.0,business_licenses_in_effect,Restaurant,9,44,2015
-29975.0,business_licenses_in_effect,Restaurant,5,44,2015
-29974.0,business_licenses_in_effect,Restaurant,3,44,2015
-29973.0,business_licenses_in_effect,Restaurant,4,44,2015
-29972.0,business_licenses_in_effect,Restaurant,2,44,2015
-29971.0,business_licenses_in_effect,Restaurant,1,44,2015
-29970.0,business_licenses_in_effect,Restaurant,3,44,2015
-29969.0,business_licenses_in_effect,Restaurant,4,44,2015
-29968.0,business_licenses_in_effect,Restaurant,2,44,2015
-29967.0,business_licenses_in_effect,Restaurant,3,44,2015
-29966.0,business_licenses_in_effect,Restaurant,1,44,2015
-29965.0,business_licenses_in_effect,Restaurant,4,44,2015
-29964.0,business_licenses_in_effect,Restaurant,1,44,2015
-29963.0,business_licenses_in_effect,Restaurant,1,44,2015
-29961.0,business_licenses_in_effect,Restaurant,2,44,2015
-29960.0,business_licenses_in_effect,Restaurant,2,44,2015
-29959.0,business_licenses_in_effect,Restaurant,2,44,2015
-29958.0,business_licenses_in_effect,Restaurant,1,44,2015
-29953.0,business_licenses_in_effect,Restaurant,1,44,2015
-29952.0,business_licenses_in_effect,Restaurant,1,44,2015
-29951.0,business_licenses_in_effect,Restaurant,1,44,2015
-29950.0,business_licenses_in_effect,Restaurant,1,44,2015
-29949.0,business_licenses_in_effect,Restaurant,1,44,2015
-29948.0,business_licenses_in_effect,Restaurant,2,44,2015
-29939.0,business_licenses_in_effect,Restaurant,1,44,2015
-29937.0,business_licenses_in_effect,Restaurant,1,44,2015
-29936.0,business_licenses_in_effect,Restaurant,1,44,2015
-29934.0,business_licenses_in_effect,Restaurant,1,44,2015
-29933.0,business_licenses_in_effect,Restaurant,2,44,2015
-29932.0,business_licenses_in_effect,Restaurant,1,44,2015
-29930.0,business_licenses_in_effect,Restaurant,1,44,2015
-29922.0,business_licenses_in_effect,Restaurant,1,44,2015
-29910.0,business_licenses_in_effect,Restaurant,1,44,2015
-29990.0,business_licenses_in_effect,Rooming House,1,44,2015
-29979.0,business_licenses_in_effect,Rooming House,1,44,2015
-29969.0,business_licenses_in_effect,Rooming House,1,44,2015
-29968.0,business_licenses_in_effect,Rooming House,1,44,2015
-29950.0,business_licenses_in_effect,Rooming House,1,44,2015
-29919.0,business_licenses_in_effect,Rooming House,1,44,2015
-29906.0,business_licenses_in_effect,Rooming House,1,44,2015
-30012.0,business_licenses_in_effect,Secondhand Dealers (A),1,44,2015
-30002.0,business_licenses_in_effect,Secondhand Dealers (A),1,44,2015
-29995.0,business_licenses_in_effect,Secondhand Dealers (A),2,44,2015
-29984.0,business_licenses_in_effect,Secondhand Dealers (A),1,44,2015
-29973.0,business_licenses_in_effect,Secondhand Dealers (A),1,44,2015
-29960.0,business_licenses_in_effect,Secondhand Dealers (A),1,44,2015
-29942.0,business_licenses_in_effect,Secondhand Dealers (A),1,44,2015
-29988.0,business_licenses_in_effect,Secondhand Dealers (B),1,44,2015
-30028.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-30024.0,business_licenses_in_effect,Security Agency (Firm),133,44,2015
-30013.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-30000.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29995.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29985.0,business_licenses_in_effect,Security Agency (Firm),2,44,2015
-29984.0,business_licenses_in_effect,Security Agency (Firm),131,44,2015
-29983.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29981.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29980.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29978.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29977.0,business_licenses_in_effect,Security Agency (Firm),2,44,2015
-29976.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29975.0,business_licenses_in_effect,Security Agency (Firm),133,44,2015
-29973.0,business_licenses_in_effect,Security Agency (Firm),3,44,2015
-29971.0,business_licenses_in_effect,Security Agency (Firm),5,44,2015
-29970.0,business_licenses_in_effect,Security Agency (Firm),4,44,2015
-29969.0,business_licenses_in_effect,Security Agency (Firm),2,44,2015
-29968.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29966.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29965.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29964.0,business_licenses_in_effect,Security Agency (Firm),2,44,2015
-29961.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29958.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29957.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29955.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29951.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29936.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29935.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29933.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29930.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29925.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29924.0,business_licenses_in_effect,Security Agency (Firm),2,44,2015
-29923.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29922.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29916.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29906.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29902.0,business_licenses_in_effect,Security Agency (Firm),1,44,2015
-29973.0,business_licenses_in_effect,Security Agent (Person),2,44,2015
-29960.0,business_licenses_in_effect,Security Agent (Person),1,44,2015
-30030.0,business_licenses_in_effect,Security Alarm Agent,4,44,2015
-30005.0,business_licenses_in_effect,Solid Waste Collection,1,44,2015
-29998.0,business_licenses_in_effect,Solid Waste Collection,1,44,2015
-29947.0,business_licenses_in_effect,Solid Waste Collection,1,44,2015
-29921.0,business_licenses_in_effect,Solid Waste Collection,1,44,2015
-30010.0,business_licenses_in_effect,Solid Waste Vehicle,1,44,2015
-30005.0,business_licenses_in_effect,Solid Waste Vehicle,1,44,2015
-29998.0,business_licenses_in_effect,Solid Waste Vehicle,1,44,2015
-29979.0,business_licenses_in_effect,Solid Waste Vehicle,1,44,2015
-29970.0,business_licenses_in_effect,Solid Waste Vehicle,3,44,2015
-29965.0,business_licenses_in_effect,Solid Waste Vehicle,5,44,2015
-29964.0,business_licenses_in_effect,Solid Waste Vehicle,8,44,2015
-29947.0,business_licenses_in_effect,Solid Waste Vehicle,1,44,2015
-29935.0,business_licenses_in_effect,Solid Waste Vehicle,4,44,2015
-29963.0,business_licenses_in_effect,Solvent Sales,1,44,2015
-30008.0,business_licenses_in_effect,Special Events,2,44,2015
-30006.0,business_licenses_in_effect,Special Events,1,44,2015
-30005.0,business_licenses_in_effect,Special Events,2,44,2015
-29995.0,business_licenses_in_effect,Special Events,1,44,2015
-29987.0,business_licenses_in_effect,Special Events,2,44,2015
-29985.0,business_licenses_in_effect,Special Events,1,44,2015
-29980.0,business_licenses_in_effect,Special Events,1,44,2015
-29979.0,business_licenses_in_effect,Special Events,2,44,2015
-29978.0,business_licenses_in_effect,Special Events,2,44,2015
-29977.0,business_licenses_in_effect,Special Events,5,44,2015
-29976.0,business_licenses_in_effect,Special Events,2,44,2015
-29971.0,business_licenses_in_effect,Special Events,2,44,2015
-29970.0,business_licenses_in_effect,Special Events,1,44,2015
-29967.0,business_licenses_in_effect,Special Events,2,44,2015
-29965.0,business_licenses_in_effect,Special Events,2,44,2015
-29964.0,business_licenses_in_effect,Special Events,11,44,2015
-29963.0,business_licenses_in_effect,Special Events,1,44,2015
-29962.0,business_licenses_in_effect,Special Events,4,44,2015
-29961.0,business_licenses_in_effect,Special Events,9,44,2015
-29960.0,business_licenses_in_effect,Special Events,2,44,2015
-29959.0,business_licenses_in_effect,Special Events,3,44,2015
-29958.0,business_licenses_in_effect,Special Events,3,44,2015
-29956.0,business_licenses_in_effect,Special Events,3,44,2015
-29955.0,business_licenses_in_effect,Special Events,1,44,2015
-29954.0,business_licenses_in_effect,Special Events,1,44,2015
-29953.0,business_licenses_in_effect,Special Events,2,44,2015
-29952.0,business_licenses_in_effect,Special Events,1,44,2015
-29950.0,business_licenses_in_effect,Special Events,1,44,2015
-29947.0,business_licenses_in_effect,Special Events,1,44,2015
-29939.0,business_licenses_in_effect,Special Events,1,44,2015
-29938.0,business_licenses_in_effect,Special Events,6,44,2015
-29937.0,business_licenses_in_effect,Special Events,2,44,2015
-29936.0,business_licenses_in_effect,Special Events,2,44,2015
-29935.0,business_licenses_in_effect,Special Events,1,44,2015
-29932.0,business_licenses_in_effect,Special Events,1,44,2015
-29930.0,business_licenses_in_effect,Special Events,1,44,2015
-29898.0,business_licenses_in_effect,Special Events,132,44,2015
-30011.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-30004.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29988.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29977.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29975.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29968.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29967.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29951.0,business_licenses_in_effect,Swimming Pool,1,44,2015
-29967.0,business_licenses_in_effect,Tow Truck,1,44,2015
-29960.0,business_licenses_in_effect,Tow Truck,1,44,2015
-29959.0,business_licenses_in_effect,Tow Truck,1,44,2015
-29936.0,business_licenses_in_effect,Tow Truck,2,44,2015
-29935.0,business_licenses_in_effect,Tow Truck,3,44,2015
-29934.0,business_licenses_in_effect,Tow Truck,2,44,2015
-29924.0,business_licenses_in_effect,Tow Truck,1,44,2015
-29967.0,business_licenses_in_effect,Tow Truck Business,2,44,2015
-29935.0,business_licenses_in_effect,Tow Truck Business,1,44,2015
-29934.0,business_licenses_in_effect,Tow Truck Business,3,44,2015
-29924.0,business_licenses_in_effect,Tow Truck Business,2,44,2015
-29935.0,business_licenses_in_effect,Tow Truck Storage Lot,1,44,2015
-29934.0,business_licenses_in_effect,Tow Truck Storage Lot,1,44,2015
-30019.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-30010.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-30006.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-30002.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-30000.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29998.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29996.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29995.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29993.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29992.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29990.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29989.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29988.0,business_licenses_in_effect,Two Family Rental,6,44,2015
-29987.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29986.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29985.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29984.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29983.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29982.0,business_licenses_in_effect,Two Family Rental,6,44,2015
-29980.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29979.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29978.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29977.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29976.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29975.0,business_licenses_in_effect,Two Family Rental,5,44,2015
-29974.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29973.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29972.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29971.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29970.0,business_licenses_in_effect,Two Family Rental,5,44,2015
-29969.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29968.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29967.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29966.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29963.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29962.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29958.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29957.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29956.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29955.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29954.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29953.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29952.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29951.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29950.0,business_licenses_in_effect,Two Family Rental,5,44,2015
-29949.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29948.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29947.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29946.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29945.0,business_licenses_in_effect,Two Family Rental,6,44,2015
-29944.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29943.0,business_licenses_in_effect,Two Family Rental,5,44,2015
-29942.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29941.0,business_licenses_in_effect,Two Family Rental,5,44,2015
-29940.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29939.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29938.0,business_licenses_in_effect,Two Family Rental,5,44,2015
-29937.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29935.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29934.0,business_licenses_in_effect,Two Family Rental,3,44,2015
-29933.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29932.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29929.0,business_licenses_in_effect,Two Family Rental,4,44,2015
-29928.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29925.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29924.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29921.0,business_licenses_in_effect,Two Family Rental,2,44,2015
-29920.0,business_licenses_in_effect,Two Family Rental,1,44,2015
-29919.0,business_licenses_in_effect,Two Family Rental,1,44,2015
